# Time (s) Delta_Time (s) Flux (10^-07 ph cm^-2 s^-1) Delta_Flux (10^-07 ph cm^-2 s^-1) Index Delta_Index TS Npred
239557417.00000000 2592000.00000000 1.30547984 0.22443717 2.61850095 2.16690866 9.49383155 1.75915898e-05
242149417.00000000 2592000.00000000 1.13296554 0.18687905 2.32593203 2.16690866 9.49383155 2.22799685e-05
244741417.00000000 2592000.00000000 0.79179898 0.19386558 2.20336518 2.16690866 9.49383155 1.39545187e-05
247333417.00000000 2592000.00000000 0.55034907 0.18922126 2.25709603 2.16690866 9.49383155 1.04206386e-05
249925417.00000000 2592000.00000000 0.40104213 0.14293434 2.13827488 2.16690866 9.49383155 8.35211128e-06
252517417.00000000 2592000.00000000 0.58524531 0.18247400 2.53112946 2.16690866 9.49383155 8.75844836e-06
255109417.00000000 2592000.00000000 1.03052708 0.17976727 2.88163947 2.16690866 9.49383155 1.71065509e-05
257701417.00000000 2592000.00000000 0.63364169 0.18699239 2.17696573 2.16690866 9.49383155 8.58273018e-06
260293417.00000000 2592000.00000000 0.74528434 0.19445575 2.77734091 2.16690866 9.49383155 1.30700586e-05
262885417.00000000 2592000.00000000 0.15551774 0.07770850 2.16690866 2.16690866 9.49383155 2.67679837e-06
265477417.00000000 2592000.00000000 0.17046101 0.07858515 2.16690866 2.16690866 9.49383155 3.71256024e-06
268069417.00000000 2592000.00000000 0.56200612 0.19745318 2.60431931 2.16690866 9.49383155 7.79101577e-06
270661417.00000000 2592000.00000000 1.14643309 0.20815069 2.68017347 2.16690866 9.49383155 1.64528677e-05
273253417.00000000 2592000.00000000 0.85289063 0.23345942 2.82000301 2.16690866 9.49383155 1.02294890e-05
275845417.00000000 2592000.00000000 2.62551802 0.24827460 2.24790596 2.16690866 9.49383155 3.69474869e-05
278437417.00000000 2592000.00000000 1.72351519 0.25598305 2.40264116 2.16690866 9.49383155 2.19242488e-05
281029417.00000000 2592000.00000000 0.53001356 0.18520619 3.49580001 2.16690866 9.49383155 8.09107552e-06
283621417.00000000 2592000.00000000 0.64593977 0.19070653 2.36621157 2.16690866 9.49383155 9.27538230e-06
286213417.00000000 2592000.00000000 0.89621907 0.19584386 2.30888641 2.16690866 9.49383155 1.29338919e-05
288805417.00000000 2592000.00000000 1.09091649 0.21864842 2.44721008 2.16690866 9.49383155 1.44698685e-05
291397417.00000000 2592000.00000000 0.44492287 0.14212907 1.98009539 2.16690866 9.49383155 7.33144922e-06
293989417.00000000 2592000.00000000 0.66368506 0.19979637 2.53823351 2.16690866 9.49383155 9.82692529e-06
296581417.00000000 2592000.00000000 0.47059533 0.19881218 2.38721216 2.16690866 9.49383155 6.21387294e-06
299173417.00000000 2592000.00000000 0.54349093 0.18976453 2.34741189 2.16690866 9.49383155 6.79467820e-06
301765417.00000000 2592000.00000000 1.43214168 0.29006149 2.60660850 2.16690866 9.49383155 1.80950894e-05
304357417.00000000 2592000.00000000 1.19736701 0.21086863 2.44433166 2.16690866 9.49383155 1.51346240e-05
306949417.00000000 2592000.00000000 0.85879152 0.20406336 2.57029451 2.16690866 9.49383155 1.12941520e-05
309541417.00000000 2592000.00000000 1.15418545 0.21687349 2.56573271 2.16690866 9.49383155 1.69367907e-05
312133417.00000000 2592000.00000000 1.04810182 0.21085684 2.12346068 2.16690866 9.49383155 1.53187348e-05
314725417.00000000 2592000.00000000 1.22996156 0.22747254 2.61209296 2.16690866 9.49383155 1.27503152e-05
317317417.00000000 2592000.00000000 1.26178375 0.21464788 2.44721382 2.16690866 9.49383155 1.76781106e-05
319909417.00000000 2592000.00000000 0.53087458 0.20108414 2.22682408 2.16690866 9.49383155 7.42125164e-06
322501417.00000000 2592000.00000000 0.15561251 0.11370214 2.03255087 2.16690866 9.49383155 2.74364847e-06
325093417.00000000 2592000.00000000 0.81808185 0.21984815 2.41090655 2.16690866 9.49383155 1.06566021e-05
327685417.00000000 2592000.00000000 1.06077140 0.19541000 2.48863454 2.16690866 9.49383155 1.52973241e-05
330277417.00000000 2592000.00000000 0.76937567 0.20359243 2.44558449 2.16690866 9.49383155 9.17922761e-06
332869417.00000000 2592000.00000000 1.39868869 0.27177091 2.63102390 2.16690866 9.49383155 1.63170434e-05
335461417.00000000 2592000.00000000 1.28772074 0.20728690 2.30500891 2.16690866 9.49383155 2.08063105e-05
338053417.00000000 2592000.00000000 3.63727095 0.28891168 2.01019039 2.16690866 9.49383155 6.40126710e-05
340645417.00000000 2592000.00000000 4.25300621 0.29308655 2.03141807 2.16690866 9.49383155 7.17969743e-05
343237417.00000000 2592000.00000000 1.89719719 0.22640473 2.32541303 2.16690866 9.49383155 2.80563238e-05
345829417.00000000 2592000.00000000 0.63523228 0.20469896 2.53551509 2.16690866 9.49383155 8.26815921e-06
348421417.00000000 2592000.00000000 0.72824624 0.22803556 2.22187379 2.16690866 9.49383155 9.90386482e-06
351013417.00000000 2592000.00000000 0.38530266 0.18920922 2.45365588 2.16690866 9.49383155 5.92156366e-06
353605417.00000000 2592000.00000000 1.57359086 0.24084904 2.42865547 2.16690866 9.49383155 2.10610129e-05
356197417.00000000 2592000.00000000 2.02718615 0.28216478 2.28363370 2.16690866 9.49383155 2.93806138e-05
358789417.00000000 2592000.00000000 2.00102214 0.26739747 2.15820259 2.16690866 9.49383155 3.01491917e-05
361381417.00000000 2592000.00000000 1.79946075 0.28107205 2.27567429 2.16690866 9.49383155 2.95437267e-05
363973417.00000000 2592000.00000000 1.02204082 0.23651459 2.51613029 2.16690866 9.49383155 1.26888083e-05
